symptoms,disease
"vomiting, loss_of_balance, nausea, spinning_movements, headache, unsteadiness",(vertigo) Paroymsal Positional Vertigo
"internal_itching, loss_of_appetite, indigestion, vomiting, passage_of_gases, abdominal_pain",Peptic ulcer disease
"loss_of_appetite, passage_of_gases, internal_itching, vomiting, abdominal_pain, indigestion",Peptic ulcer disease
"abdominal_pain, internal_itching, vomiting, passage_of_gases, indigestion, loss_of_appetite",Peptic ulcer disease
"back_pain, neck_pain, weakness_in_limbs, loss_of_balance, dizziness",Cervical spondylosis
"weakness_in_limbs, neck_pain, back_pain, dizziness, loss_of_balance",Cervical spondylosis
"neck_pain, back_pain, loss_of_balance, weakness_in_limbs, dizziness",Cervical spondylosis
"receiving_unsterile_injections, dark_urine, receiving_blood_transfusion, lethargy, itching, malaise, loss_of_appetite, yellow_urine, yellowing_of_eyes, yellowish_skin, fatigue, abdominal_pain",Hepatitis B
"yellow_urine, yellowing_of_eyes, fatigue, receiving_unsterile_injections, loss_of_appetite, itching, lethargy, abdominal_pain, dark_urine, receiving_blood_transfusion, malaise, yellowish_skin",Hepatitis B
"yellowing_of_eyes, itching, receiving_blood_transfusion, loss_of_appetite, dark_urine, lethargy, yellow_urine, fatigue, yellowish_skin, malaise, receiving_unsterile_injections, abdominal_pain",Hepatitis B
"internal_itching, passage_of_gases, vomiting, loss_of_appetite, abdominal_pain",Peptic ulcer disease
"vomiting, passage_of_gases, internal_itching, abdominal_pain, loss_of_appetite",Peptic ulcer disease
"abdominal_pain, internal_itching, loss_of_appetite, vomiting, passage_of_gases",Peptic ulcer disease
"abdominal_pain, indigestion, vomiting, internal_itching, loss_of_appetite, passage_of_gases",Peptic ulcer disease
"indigestion, internal_itching, vomiting, abdominal_pain, loss_of_appetite, passage_of_gases",Peptic ulcer disease
"loss_of_appetite, indigestion, vomiting, abdominal_pain, internal_itching, passage_of_gases",Peptic ulcer disease
"continuous_feel_of_urine, burning_micturition, foul_smell_of urine, bladder_discomfort",Urinary tract infection
"burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine",Urinary tract infection
"bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine, burning_micturition",Urinary tract infection
"altered_sensorium, vomiting, weakness_of_one_body_side",Paralysis (brain hemorrhage)
"altered_sensorium, weakness_of_one_body_side, vomiting",Paralysis (brain hemorrhage)
"vomiting, altered_sensorium, weakness_of_one_body_side",Paralysis (brain hemorrhage)
"acidity, stomach_pain, cough, vomiting, chest_pain, ulcers_on_tongue",GERD
"vomiting, cough, chest_pain, ulcers_on_tongue, acidity, stomach_pain",GERD
"stomach_pain, vomiting, acidity, cough, chest_pain, ulcers_on_tongue",GERD
"diarrhoea, nausea, loss_of_appetite, vomiting, yellowing_of_eyes, mild_fever, muscle_pain, abdominal_pain, joint_pain, dark_urine",hepatitis A
"diarrhoea, yellowing_of_eyes, muscle_pain, abdominal_pain, loss_of_appetite, mild_fever, nausea, joint_pain, dark_urine, vomiting",hepatitis A
"vomiting, diarrhoea, dark_urine, muscle_pain, yellowing_of_eyes, abdominal_pain, nausea, loss_of_appetite, joint_pain, mild_fever",hepatitis A
"chest_pain, vomiting, breathlessness",Heart attack
"breathlessness, chest_pain, vomiting",Heart attack
"vomiting, chest_pain, breathlessness",Heart attack
"depression, blurred_and_distorted_vision, headache, stiff_neck, visual_disturbances, irritability, indigestion, excessive_hunger",Migraine
"blurred_and_distorted_vision, irritability, depression, stiff_neck, indigestion, visual_disturbances, headache, excessive_hunger",Migraine
"blurred_and_distorted_vision, stiff_neck, visual_disturbances, irritability, headache, excessive_hunger, indigestion, depression",Migraine
"burning_micturition, spotting_ urination, stomach_pain, itching, skin_rash",Drug Reaction
"skin_rash, itching, stomach_pain, spotting_ urination, burning_micturition",Drug Reaction
"itching, spotting_ urination, stomach_pain, burning_micturition, skin_rash",Drug Reaction
"muscle_weakness, movement_stiffness, painful_walking, swelling_joints, stiff_neck",Arthritis
"muscle_weakness, swelling_joints, painful_walking, movement_stiffness, stiff_neck",Arthritis
"painful_walking, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness",Arthritis
"family_history, fatigue, loss_of_appetite, nausea, yellowing_of_eyes",Hepatitis C
"fatigue, loss_of_appetite, nausea, yellowing_of_eyes, family_history",Hepatitis C
"nausea, fatigue, family_history, yellowing_of_eyes, loss_of_appetite",Hepatitis C
"irritability, blurred_and_distorted_vision, visual_disturbances, excessive_hunger, depression, indigestion, acidity, stiff_neck, headache",Migraine
"depression, stiff_neck, indigestion, acidity, excessive_hunger, blurred_and_distorted_vision, visual_disturbances, headache, irritability",Migraine
"indigestion, stiff_neck, headache, blurred_and_distorted_vision, irritability, acidity, excessive_hunger, depression, visual_disturbances",Migraine
"weight_loss, phlegm, breathlessness, cough, sweating, chills, malaise, chest_pain, blood_in_sputum, high_fever, loss_of_appetite, vomiting, fatigue, swelled_lymph_nodes, yellowing_of_eyes, mild_fever",Tuberculosis
"chills, loss_of_appetite, breathlessness, yellowing_of_eyes, blood_in_sputum, phlegm, vomiting, weight_loss, fatigue, malaise, high_fever, swelled_lymph_nodes, cough, chest_pain, sweating, mild_fever",Tuberculosis
"vomiting, yellowing_of_eyes, cough, sweating, chest_pain, fatigue, malaise, swelled_lymph_nodes, high_fever, mild_fever, chills, blood_in_sputum, loss_of_appetite, phlegm, weight_loss, breathlessness",Tuberculosis
"high_fever, breathlessness, family_history, mucoid_sputum, fatigue, cough",Bronchial Asthma
"high_fever, breathlessness, mucoid_sputum, family_history, fatigue, cough",Bronchial Asthma
"family_history, cough, mucoid_sputum, breathlessness, fatigue, high_fever",Bronchial Asthma
"headache, altered_sensorium, vomiting",Paralysis (brain hemorrhage)
"vomiting, altered_sensorium, headache",Paralysis (brain hemorrhage)
"altered_sensorium, vomiting, headache",Paralysis (brain hemorrhage)
"nausea, diarrhoea, vomiting, headache, high_fever, muscle_pain, sweating, chills",Malaria
"chills, headache, vomiting, muscle_pain, nausea, diarrhoea, sweating, high_fever",Malaria
"diarrhoea, high_fever, headache, vomiting, muscle_pain, nausea, chills, sweating",Malaria
"prominent_veins_on_calf, obesity, swollen_legs, fatigue, swollen_blood_vessels, bruising",Varicose veins
"bruising, swollen_blood_vessels, obesity, fatigue, swollen_legs, prominent_veins_on_calf",Varicose veins
"obesity, fatigue, prominent_veins_on_calf, swollen_blood_vessels, bruising, swollen_legs",Varicose veins
"skin_rash, high_fever, lethargy, swelled_lymph_nodes, red_spots_over_body, mild_fever, malaise, fatigue, loss_of_appetite, itching",Chicken pox
"high_fever, lethargy, swelled_lymph_nodes, mild_fever, malaise, skin_rash, loss_of_appetite, fatigue, itching, red_spots_over_body",Chicken pox
"mild_fever, itching, swelled_lymph_nodes, fatigue, red_spots_over_body, malaise, loss_of_appetite, high_fever, skin_rash, lethargy",Chicken pox
"nausea, yellowish_skin, yellowing_of_eyes, loss_of_appetite, fatigue",Hepatitis C
"yellowing_of_eyes, yellowish_skin, fatigue, nausea, loss_of_appetite",Hepatitis C
"yellowish_skin, nausea, yellowing_of_eyes, loss_of_appetite, fatigue",Hepatitis C
"yellowish_skin, yellowing_of_eyes, fatigue, family_history, nausea",Hepatitis C
"yellowish_skin, fatigue, yellowing_of_eyes, nausea, family_history",Hepatitis C
"yellowing_of_eyes, fatigue, nausea, yellowish_skin, family_history",Hepatitis C
"fatigue, toxic_look_(typhos), constipation, diarrhoea, chills, abdominal_pain, headache, belly_pain, nausea, high_fever",Typhoid
"fatigue, chills, constipation, belly_pain, headache, nausea, diarrhoea, high_fever, toxic_look_(typhos), abdominal_pain",Typhoid
"diarrhoea, nausea, toxic_look_(typhos), headache, fatigue, abdominal_pain, constipation, chills, high_fever, belly_pain",Typhoid
"yellowish_skin, swelling_of_stomach, fluid_overload, distention_of_abdomen, vomiting, history_of_alcohol_consumption",Alcoholic hepatitis
"vomiting, fluid_overload, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, yellowish_skin",Alcoholic hepatitis
"yellowish_skin, history_of_alcohol_consumption, vomiting, swelling_of_stomach, distention_of_abdomen, fluid_overload",Alcoholic hepatitis
"dehydration, vomiting, sunken_eyes",Gastroenteritis
"sunken_eyes, vomiting, dehydration",Gastroenteritis
"dehydration, sunken_eyes, vomiting",Gastroenteritis
"weight_loss, muscle_weakness, diarrhoea, mood_swings, excessive_hunger, fatigue, fast_heart_rate, abnormal_menstruation, restlessness, irritability, sweating",Hyperthyroidism
"diarrhoea, weight_loss, fast_heart_rate, fatigue, muscle_weakness, sweating, abnormal_menstruation, irritability, restlessness, excessive_hunger, mood_swings",Hyperthyroidism
"fatigue, sweating, fast_heart_rate, weight_loss, excessive_hunger, muscle_weakness, restlessness, irritability, diarrhoea, mood_swings, abnormal_menstruation",Hyperthyroidism
"visual_disturbances, acidity, headache, stiff_neck, irritability, excessive_hunger, indigestion, depression, blurred_and_distorted_vision",Migraine
"indigestion, visual_disturbances, irritability, stiff_neck, blurred_and_distorted_vision, excessive_hunger, headache, depression, acidity",Migraine
"headache, irritability, excessive_hunger, acidity, stiff_neck, blurred_and_distorted_vision, visual_disturbances, depression, indigestion",Migraine
"obesity, swollen_legs, swollen_blood_vessels, fatigue, prominent_veins_on_calf, cramps",Varicose veins
"fatigue, cramps, prominent_veins_on_calf, obesity, swollen_legs, swollen_blood_vessels",Varicose veins
"prominent_veins_on_calf, cramps, fatigue, swollen_blood_vessels, obesity, swollen_legs",Varicose veins
"neck_pain, hip_joint_pain, swelling_joints, joint_pain, knee_pain, painful_walking",Osteoarthritis
"knee_pain, swelling_joints, painful_walking, hip_joint_pain, joint_pain, neck_pain",Osteoarthritis
"neck_pain, swelling_joints, knee_pain, hip_joint_pain, painful_walking, joint_pain",Osteoarthritis
"dizziness, headache, lack_of_concentration, loss_of_balance, chest_pain",Hypertension
"dizziness, lack_of_concentration, chest_pain, headache, loss_of_balance",Hypertension
"dizziness, loss_of_balance, headache, lack_of_concentration, chest_pain",Hypertension
"loss_of_appetite, back_pain, vomiting, headache, high_fever, pain_behind_the_eyes, chills, joint_pain, skin_rash, fatigue, malaise, red_spots_over_body, muscle_pain, nausea",Dengue
"pain_behind_the_eyes, red_spots_over_body, chills, joint_pain, back_pain, nausea, malaise, muscle_pain, high_fever, vomiting, fatigue, skin_rash, loss_of_appetite, headache",Dengue
"chills, loss_of_appetite, vomiting, back_pain, malaise, muscle_pain, high_fever, skin_rash, red_spots_over_body, headache, pain_behind_the_eyes, fatigue, nausea, joint_pain",Dengue
"nausea, loss_of_balance, vomiting, spinning_movements, headache, unsteadiness",(vertigo) Paroymsal Positional Vertigo
"headache, unsteadiness, nausea, vomiting, loss_of_balance, spinning_movements",(vertigo) Paroymsal Positional Vertigo
"loss_of_balance, spinning_movements, unsteadiness, nausea, headache, vomiting",(vertigo) Paroymsal Positional Vertigo
"watering_from_eyes, continuous_sneezing, shivering",Allergy
"continuous_sneezing, shivering, watering_from_eyes",Allergy
"shivering, continuous_sneezing, watering_from_eyes",Allergy
"lethargy, fatigue, loss_of_appetite, malaise, headache, swelled_lymph_nodes, high_fever, itching, red_spots_over_body, skin_rash",Chicken pox
"headache, high_fever, malaise, skin_rash, fatigue, swelled_lymph_nodes, red_spots_over_body, loss_of_appetite, lethargy, itching",Chicken pox
"red_spots_over_body, loss_of_appetite, fatigue, lethargy, high_fever, malaise, headache, swelled_lymph_nodes, skin_rash, itching",Chicken pox
"chest_pain, fast_heart_rate, cough, breathlessness, chills, phlegm, fatigue, sweating, malaise, rusty_sputum",Pneumonia
"rusty_sputum, breathlessness, chills, phlegm, cough, sweating, fatigue, fast_heart_rate, malaise, chest_pain",Pneumonia
"malaise, breathlessness, sweating, chest_pain, chills, fast_heart_rate, cough, rusty_sputum, phlegm, fatigue",Pneumonia
"swelling_joints, knee_pain, painful_walking, neck_pain, joint_pain, hip_joint_pain",Osteoarthritis
"neck_pain, joint_pain, knee_pain, swelling_joints, painful_walking, hip_joint_pain",Osteoarthritis
"hip_joint_pain, knee_pain, neck_pain, painful_walking, joint_pain, swelling_joints",Osteoarthritis
"vomiting, itching, nausea, yellowing_of_eyes, yellowish_skin, loss_of_appetite, abdominal_pain",Chronic cholestasis
"itching, abdominal_pain, yellowish_skin, yellowing_of_eyes, loss_of_appetite, nausea, vomiting",Chronic cholestasis
"itching, nausea, yellowing_of_eyes, abdominal_pain, yellowish_skin, loss_of_appetite, vomiting",Chronic cholestasis
"loss_of_balance, unsteadiness, vomiting, nausea, spinning_movements, headache",(vertigo) Paroymsal Positional Vertigo
"spinning_movements, vomiting, headache, nausea, loss_of_balance, unsteadiness",(vertigo) Paroymsal Positional Vertigo
"nausea, headache, vomiting, loss_of_balance, spinning_movements, unsteadiness",(vertigo) Paroymsal Positional Vertigo
"headache, loss_of_appetite, high_fever, red_spots_over_body, fatigue, malaise, itching, swelled_lymph_nodes, lethargy, skin_rash, mild_fever",Chicken pox
"mild_fever, fatigue, lethargy, red_spots_over_body, malaise, loss_of_appetite, headache, itching, swelled_lymph_nodes, skin_rash, high_fever",Chicken pox
"swelled_lymph_nodes, red_spots_over_body, fatigue, itching, mild_fever, skin_rash, headache, lethargy, malaise, high_fever, loss_of_appetite",Chicken pox
"high_fever, yellow_crust_ooze, red_sore_around_nose, blister, skin_rash",Impetigo
"skin_rash, yellow_crust_ooze, blister, high_fever, red_sore_around_nose",Impetigo
"yellow_crust_ooze, blister, skin_rash, red_sore_around_nose, high_fever",Impetigo
"receiving_blood_transfusion, loss_of_appetite, itching, yellow_urine, dark_urine, yellowish_skin, yellowing_of_eyes, lethargy, malaise, receiving_unsterile_injections, fatigue, abdominal_pain",Hepatitis B
"lethargy, receiving_unsterile_injections, loss_of_appetite, yellowish_skin, malaise, yellowing_of_eyes, dark_urine, receiving_blood_transfusion, abdominal_pain, fatigue, yellow_urine, itching",Hepatitis B
"abdominal_pain, receiving_unsterile_injections, itching, lethargy, dark_urine, yellowing_of_eyes, fatigue, yellowish_skin, loss_of_appetite, receiving_blood_transfusion, malaise, yellow_urine",Hepatitis B
"foul_smell_of urine, continuous_feel_of_urine, bladder_discomfort, burning_micturition",Urinary tract infection
"continuous_feel_of_urine, bladder_discomfort, burning_micturition, foul_smell_of urine",Urinary tract infection
"burning_micturition, foul_smell_of urine, bladder_discomfort, continuous_feel_of_urine",Urinary tract infection
"history_of_alcohol_consumption, yellowish_skin, swelling_of_stomach, vomiting, fluid_overload, distention_of_abdomen",Alcoholic hepatitis
"distention_of_abdomen, history_of_alcohol_consumption, yellowish_skin, swelling_of_stomach, vomiting, fluid_overload",Alcoholic hepatitis
"vomiting, distention_of_abdomen, fluid_overload, swelling_of_stomach, yellowish_skin, history_of_alcohol_consumption",Alcoholic hepatitis
"vomiting, abdominal_pain, nausea, stomach_bleeding, yellowing_of_eyes, loss_of_appetite, dark_urine, high_fever, yellowish_skin, coma, fatigue, joint_pain",Hepatitis E
"vomiting, coma, yellowing_of_eyes, loss_of_appetite, yellowish_skin, abdominal_pain, fatigue, nausea, high_fever, joint_pain, dark_urine, stomach_bleeding",Hepatitis E
"dark_urine, coma, yellowish_skin, nausea, loss_of_appetite, high_fever, vomiting, joint_pain, stomach_bleeding, yellowing_of_eyes, abdominal_pain, fatigue",Hepatitis E
"fatigue, breathlessness, cough, mucoid_sputum, family_history, high_fever",Bronchial Asthma
