symptoms,disease
"indigestion, loss_of_appetite, internal_itching, vomiting, abdominal_pain, passage_of_gases",peptic ulcer disease
"unexplained weight loss, blurred vision, increased thirst and hunger, frequent urination, fatigue, numbness or tingling in hands or feet, slow-healing wounds, high blood sugar levels",diabetes
"increased thirst and hunger, numbness or tingling in hands or feet, high blood sugar levels, fatigue, blurred vision, unexplained weight loss, frequent urination, slow-healing wounds",diabetes
"blurred vision, numbness or tingling in hands or feet, fatigue, unexplained weight loss, frequent urination, increased thirst and hunger, high blood sugar levels, slow-healing wounds",diabetes
"sudden confusion or zoning out, sudden memory loss, extreme fatigue, pale appearance",stroke
"sudden memory loss, extreme fatigue, sudden confusion or zoning out, pale appearance",stroke
"extreme fatigue, sudden confusion or zoning out, sudden memory loss, pale appearance",stroke
"fatigue, pain during movement",arthritis
"pain during movement, fatigue",arthritis
"increased sweating, increased appetite",hyperthyroidism
"increased appetite, increased sweating",hyperthyroidism
"swollen lymph nodes, mood changes",hepatitis d
"mood changes, swollen lymph nodes",hepatitis d
"constant burping, soreness in the chest bone, anxiety related to digestive discomfort, fullness or discomfort under left rib cage, pain under the ribs",gerd
"anxiety related to digestive discomfort, soreness in the chest bone, constant burping, pain under the ribs, fullness or discomfort under left rib cage",gerd
"fullness or discomfort under left rib cage, constant burping, anxiety related to digestive discomfort, pain under the ribs, soreness in the chest bone",gerd
"irregular_sugar_level, polyuria, fatigue, lethargy, weight_loss, restlessness, excessive_hunger, increased_appetite, obesity",diabetes
"weight_loss, fatigue, restlessness, irregular_sugar_level, lethargy, excessive_hunger, polyuria, obesity, increased_appetite",diabetes
"irregular_sugar_level, polyuria, weight_loss, increased_appetite, obesity, restlessness, lethargy, excessive_hunger, fatigue",diabetes
"headache, lack_of_concentration, loss_of_balance, chest_pain, dizziness",hypertension
"chest_pain, dizziness, headache, lack_of_concentration, loss_of_balance",hypertension
"loss_of_balance, lack_of_concentration, chest_pain, dizziness, headache",hypertension
"movement_stiffness, swelling_joints, muscle_weakness, stiff_neck, painful_walking",arthritis
"muscle_weakness, stiff_neck, movement_stiffness, swelling_joints, painful_walking",arthritis
"stiff_neck, swelling_joints, painful_walking, movement_stiffness, muscle_weakness",arthritis
"continuous_feel_of_urine, bladder_discomfort, foul_smell_of urine, burning_micturition",urinary tract infection
"foul_smell_of urine, continuous_feel_of_urine, bladder_discomfort, burning_micturition",urinary tract infection
"continuous_feel_of_urine, foul_smell_of urine, burning_micturition, bladder_discomfort",urinary tract infection
"small_dents_in_nails, silver_like_dusting, inflammatory_nails, skin_peeling, skin_rash, joint_pain",psoriasis
"inflammatory_nails, skin_rash, small_dents_in_nails, silver_like_dusting, skin_peeling, joint_pain",psoriasis
"silver_like_dusting, skin_peeling, inflammatory_nails, skin_rash, joint_pain, small_dents_in_nails",psoriasis
"difficulty in overhead reaching, swelling in neck",cervical spondylosis
"swelling in neck, difficulty in overhead reaching",cervical spondylosis
"blurry vision, increased thirst, frequent urination, metallic taste in mouth, persistent headaches",diabetes
"frequent urination, blurry vision, persistent headaches, metallic taste in mouth, increased thirst",diabetes
"blurry vision, persistent headaches, frequent urination, metallic taste in mouth, increased thirst",diabetes
"tremors, lymph node swelling",typhoid
"lymph node swelling, tremors",typhoid
"insomnia due to abdominal pain, unintentional weight loss, nausea and vomiting after eating",celiac disease
"unintentional weight loss, insomnia due to abdominal pain, nausea and vomiting after eating",celiac disease
"insomnia due to abdominal pain, nausea and vomiting after eating, unintentional weight loss",celiac disease
"dry and scaly skin, itchy skin, red and inflamed flare-ups",eczema
"itchy skin, red and inflamed flare-ups, dry and scaly skin",eczema
"red and inflamed flare-ups, dry and scaly skin, itchy skin",eczema
"poor dietary habits, sedentary lifestyle, fear of physical activity or exercise",obesity
"fear of physical activity or exercise, poor dietary habits, sedentary lifestyle",obesity
"poor dietary habits, fear of physical activity or exercise, sedentary lifestyle",obesity
"blurred vision, shortness of breath",hypertension
"shortness of breath, blurred vision",hypertension
"syncope (fainting), chest pain, shortness of breath, palpitations, fatigue, dizziness",arrhythmia
"shortness of breath, syncope (fainting), palpitations, chest pain, fatigue, dizziness",arrhythmia
"fatigue, shortness of breath, chest pain, syncope (fainting), palpitations, dizziness",arrhythmia
"continuous_sneezing, shivering, chills",allergy
"shivering, chills, continuous_sneezing",allergy
"continuous_sneezing, chills, shivering",allergy
"fatigue, weight_loss, yellowish_skin, high_fever, abdominal_pain, itching, vomiting, dark_urine",jaundice
"yellowish_skin, vomiting, itching, abdominal_pain, fatigue, dark_urine, weight_loss, high_fever",jaundice
"vomiting, fatigue, high_fever, weight_loss, yellowish_skin, itching, abdominal_pain, dark_urine",jaundice
"tachycardia, depression, insomnia, dry elbows, migraines, feeling of insanity, loud noise sensitivity, carpal tunnel syndrome, severe anxiety, high cholesterol levels, kidney pain",hypothyroidism
"high cholesterol levels, carpal tunnel syndrome, depression, feeling of insanity, kidney pain, severe anxiety, loud noise sensitivity, tachycardia, dry elbows, insomnia, migraines",hypothyroidism
"loud noise sensitivity, insomnia, kidney pain, migraines, severe anxiety, carpal tunnel syndrome, depression, dry elbows, feeling of insanity, high cholesterol levels, tachycardia",hypothyroidism
"dizziness, arm pain, tinnitus, panic attacks, chest pain, palpitations, hoarse throat",gerd
"chest pain, hoarse throat, tinnitus, panic attacks, palpitations, arm pain, dizziness",gerd
"panic attacks, hoarse throat, palpitations, tinnitus, chest pain, dizziness, arm pain",gerd
"dry heaves, chest pain like bad gas pains, pain in elbow, dull popping sensation at jaw",heart attack
"dry heaves, pain in elbow, chest pain like bad gas pains, dull popping sensation at jaw",heart attack
"chest pain like bad gas pains, dull popping sensation at jaw, dry heaves, pain in elbow",heart attack
"anal tingling, hardening of anal region",dimorphic hemmorhoids(piles)
"hardening of anal region, anal tingling",dimorphic hemmorhoids(piles)
"bloody_stool, pain_during_bowel_movements, constipation, irritation_in_anus, pain_in_anal_region",dimorphic hemmorhoids(piles)
"bloody_stool, pain_in_anal_region, irritation_in_anus, pain_during_bowel_movements, constipation",dimorphic hemmorhoids(piles)
"irritation_in_anus, constipation, pain_in_anal_region, pain_during_bowel_movements, bloody_stool",dimorphic hemmorhoids(piles)
"withdrawal symptoms, took 5 grams 5 times a day, addiction, month of hell coming off",substance abuse
"month of hell coming off, took 5 grams 5 times a day, withdrawal symptoms, addiction",substance abuse
"month of hell coming off, withdrawal symptoms, addiction, took 5 grams 5 times a day",substance abuse
"area around veins feels warm, tenderness when moving",varicose veins
"tenderness when moving, area around veins feels warm",varicose veins
"gastrointestinal issues, widespread body pain, fainting or lightheadedness, hand muscle cramps",fibromyalgia
"widespread body pain, hand muscle cramps, fainting or lightheadedness, gastrointestinal issues",fibromyalgia
"gastrointestinal issues, widespread body pain, hand muscle cramps, fainting or lightheadedness",fibromyalgia
"upper abdomen pressure, left arm numbness, lower chest pressure, nausea",heart attack
"upper abdomen pressure, lower chest pressure, nausea, left arm numbness",heart attack
"nausea, lower chest pressure, left arm numbness, upper abdomen pressure",heart attack
"stiff_neck, movement_stiffness, painful_walking, muscle_weakness, swelling_joints",arthritis
"muscle_weakness, movement_stiffness, swelling_joints, painful_walking, stiff_neck",arthritis
"stiff_neck, swelling_joints, painful_walking, movement_stiffness, muscle_weakness",arthritis
"abdominal_pain, vomiting, yellowish_skin, loss_of_appetite, yellowing_of_eyes, nausea, fatigue, dark_urine",hepatitis d
"yellowish_skin, dark_urine, yellowing_of_eyes, loss_of_appetite, abdominal_pain, fatigue, nausea, vomiting",hepatitis d
"yellowing_of_eyes, dark_urine, loss_of_appetite, abdominal_pain, nausea, fatigue, vomiting, yellowish_skin",hepatitis d
"acid reflux, rapid heart rate, burping, palpitations",endometriosis
"burping, palpitations, acid reflux, rapid heart rate",endometriosis
"rapid heart rate, acid reflux, burping, palpitations",endometriosis
"itchy rashes, dry rashes, oozing rashes",allergy
"oozing rashes, dry rashes, itchy rashes",allergy
"dry rashes, itchy rashes, oozing rashes",allergy
"ptsd, depression, anxiety disorder, narcolepsy",obesity
"anxiety disorder, depression, narcolepsy, ptsd",obesity
"narcolepsy, ptsd, anxiety disorder, depression",obesity
"and plants, insects, rash reactions to certain animals, wheezing",obesity
"and plants, wheezing, insects, rash reactions to certain animals",obesity
"wheezing, insects, rash reactions to certain animals, and plants",obesity
"severe pain, use of wheelchair, hypermobility disorders, difficulty walking",psoriasis
"use of wheelchair, severe pain, difficulty walking, hypermobility disorders",psoriasis
"difficulty walking, use of wheelchair, severe pain, hypermobility disorders",psoriasis
"manic episodes, improvement with medication, improvement with therapy, depressive episodes, mood swings",bipolar disorder
"mood swings, improvement with therapy, manic episodes, depressive episodes, improvement with medication",bipolar disorder
"manic episodes, depressive episodes, improvement with therapy, improvement with medication, mood swings",bipolar disorder
"symptoms mimicking a heart attack, pain radiating down left arm",gerd
"pain radiating down left arm, symptoms mimicking a heart attack",gerd
"rupture of atherosclerotic plaques, microembolic events, endothelial inflammation",stroke
"endothelial inflammation, microembolic events, rupture of atherosclerotic plaques",stroke
"endothelial inflammation, rupture of atherosclerotic plaques, microembolic events",stroke
"fidgeting or restlessness, awareness of previous concentration problems, living with symptoms without a formal diagnosis, difficulty maintaining focus",adhd
"difficulty maintaining focus, living with symptoms without a formal diagnosis, fidgeting or restlessness, awareness of previous concentration problems",adhd
"difficulty maintaining focus, awareness of previous concentration problems, fidgeting or restlessness, living with symptoms without a formal diagnosis",adhd
"small_dents_in_nails, skin_rash, skin_peeling, inflammatory_nails, joint_pain, silver_like_dusting",psoriasis
"inflammatory_nails, joint_pain, skin_rash, silver_like_dusting, small_dents_in_nails, skin_peeling",psoriasis
"skin_rash, skin_peeling, inflammatory_nails, small_dents_in_nails, silver_like_dusting, joint_pain",psoriasis
"hair loss, thinning hair, bald spots",type 2 diabetes
"hair loss, bald spots, thinning hair",type 2 diabetes
"bald spots, thinning hair, hair loss",type 2 diabetes
"loss_of_balance, headache, lack_of_concentration, dizziness",hypertension
